,Ortho,Phono,Length,LogFreq,meanRT
604,aerodynamic,Erod!namIk,11,6.22,976.2962963
605,aeronaut,Er@nOt,8,0,852.1304348
606,aeronautical,Er@nOtIkL,12,6.32,938.8571429
607,aeronautics,Er@nOtIks,11,6.57,1185.791667
608,aeroplane,Er@plen,9,5.38,801.3214286
609,aerosol,Er@sAl,7,6.04,809.137931
610,aerosolized,Er@sAl!zd,11,3.58,1385.285714
611,aerosols,Er@sAlz,8,5.61,881.25
612,aerospace,Erospes,9,8.18,784.0666667
613,Aeschylus,iskIl@s,9,4.38,1695
614,aesthetic,EsTEtIk,9,7.36,916.1428571
615,aesthetics,EsTEtIks,10,6.86,1016.541667
616,afar,@fAr,4,6.1,603.6923077
617,affable,af@bL,7,4.39,820.12
618,affair,@fEr,6,8.57,651.1428571
619,affairs,@fErz,7,9.43,629.7037037
620,affect,@fEkt,6,9.84,694.6666667
621,affectation,afEkteSn,11,4.62,895.2941176
622,affected,@fEkt@d,8,9.42,610.5
623,affecting,@fEktIN,9,8.26,623.7142857
624,affectingly,@fEktINli,11,0,831.6521739
625,affection,@fEkSn,9,7.55,589.3928571
626,affectionate,@fEkSn@t,12,7.07,775.3548387
628,affections,@fEkSnz,10,5.77,696.3
629,affects,@fEkts,7,8.71,617.5517241
630,afferent,af#r@nt,8,4.34,967.9047619
631,affianced,@f!@nst,9,2.83,1113.571429
632,affidavit,af@dev@t,9,6.61,942.6538462
633,affidavits,af@dev@ts,10,5.9,807.0833333
634,affiliate,@fIliet,9,7.81,720.25
635,affiliated,@fIliet@d,10,8.42,648.4230769
636,affiliates,@fIliets,10,7.49,794.0357143
637,affiliation,@fIlieSn,11,8.01,823.1111111
638,affiliations,@fIlieSnz,12,6.95,747.1428571
639,affinities,@fIn@tiz,10,4.5,1003.038462
640,affinity,@fIn@ti,8,7.13,797.7391304
641,affirm,@f#m,6,6.51,652.2666667
642,affirmation,af#meSn,11,6.77,716.12
643,affirmations,af#meSnz,12,6.12,725.4230769
644,affirmative,@f#m@tIv,11,8.75,833.3333333
646,affirmed,@f#md,8,6.78,830.7096774
647,affirming,@f#mIN,9,5.83,618.5714286
648,affirms,@f#mz,7,5.82,822.4444444
649,affix,afIks,5,5.19,609.64
650,affixed,@fIkst,7,5.64,649.1034483
651,afflict,@flIkt,7,4.79,650.5172414
652,afflicted,@flIkt@d,9,6.59,689.7407407
653,affliction,@flIkSn,10,5.97,718.5483871
654,afflictions,@flIkSnz,11,5.02,839.6451613
655,affluence,aflu@ns,9,5.24,853.8076923
656,affluent,aflu@nt,8,6.47,740.1481481
657,afford,@fOrd,6,9.83,687.1428571
658,afforded,@fOrt@d,8,6.73,677.5555556
659,affording,@fOrtIN,9,4.95,795.59375
660,affords,@fOrdz,7,5.98,734.7931034
661,affricate,afr@k@t,9,1.61,914.5
662,affront,@frVnt,7,5.83,850.4444444
663,affronted,@frVnt@d,9,3.61,696.5
664,affronting,@frVntIN,10,1.39,740.3666667
665,Afghan,afgan,6,7.24,677.4814815
666,Afghanistan,afgan@stan,11,7.48,748.9032258
667,Afghans,afganz,7,5.61,713.3214286
668,aficionado,@fISi@nAto,10,5.03,985
669,afield,@fild,6,5.69,834.625
670,afire,@f!r,5,5.09,705.92
671,aflame,@flem,6,4.39,724.4482759
672,afloat,@flot,6,6.03,613
673,afoot,@fUt,5,6.08,603.3928571
675,aforesaid,@fOrsEd,9,5.2,1143.68
676,aforethought,@fOrTOt,12,4.13,1121.45
677,afoul,@f0l,5,5.34,660.5909091
678,afraid,@fred,6,10.06,673.0967742
679,Africa,afr@k@,6,9.75,552.6206897
680,African,afr@k@n,7,9.35,628.5185185
681,Africans,afr@k@nz,8,7.36,696.9333333
682,afro,afro,4,5.68,604.7
683,aft,aft,3,6.84,657.9583333
684,after,aft#,5,12.93,575.5517241
685,afterbirth,aft#b#T,10,4.04,646.4
686,aftercare,aft#kEr,9,4.71,718.9285714
687,aftereffect,aft#IfEkt,11,3.58,977.7407407
688,afterglow,aft#glo,9,5.19,678.5185185
689,afterlife,aft#l!f,9,6.59,652.7037037
690,aftermath,aft#maT,9,6.95,716.2258065
691,afternoon,aft#nun,9,9.26,620.6206897
692,afternoons,aft#nunz,10,6.71,644.875
693,aftershave,aft#Sev,10,3.85,695.7666667
694,aftertaste,aft#test,10,4.97,822.7857143
695,afterthought,aft#TOt,12,6.02,663.1935484
696,afterward,aft#w#d,9,7.5,614.8333333
697,afterwards,aft#w#dz,10,8.92,629.3103448
698,again,@gEn,5,12.43,755.4
699,against,@gEnst,7,12.06,664.2692308
700,Agamemnon,ag@mEmnAn,9,5.14,1152.230769
701,agape,@gep,5,5.5,766.6956522
702,agar,AgAr,4,6.69,751.1666667
703,Agatha,ag@T@,6,5.44,837
704,age,eJ,3,11.11,642.3666667
705,aged,eJ@d,4,8.14,638.1851852
706,ageless,eJl@s,7,5.18,694.3448276
707,agencies,eJ@nsiz,8,9.51,700.48
708,agency,eJ@nsi,6,10.04,736.0344828
709,agenda,@JEnt@,6,9.19,623.8125
710,agent,eJ@nt,5,10,582.6071429
711,agents,eJ@nts,6,9.6,701.5
712,ages,eJ@z,4,9.76,618.125
713,Aggie,agi,5,6.25,793.3333333
714,Aggies,agiz,6,5.71,939.0454545
715,agglomerate,@glAm#r@t,11,2.48,992
719,aggrandize,@grand!z,10,3.3,1033.785714
720,aggravate,agr@vet,9,5.77,798.7931034
721,aggravated,agr@vet@d,10,6.68,749.5555556
722,aggravates,agr@vets,10,3.95,697.2307692
723,aggravation,agr@veSn,11,5.87,954
724,aggregate,agr@g@t,9,7.14,815.6153846
725,aggregation,agr@geSn,11,5.76,806.2
726,aggregations,agr@geSnz,12,4.34,908.5862069
727,aggression,@grESn,10,8.01,681.862069
728,aggressions,@grESnz,11,4.52,658.5
729,aggressive,@grEsIv,10,8.84,612.6071429
730,aggressively,@grEsIvli,12,7.16,719.7407407
732,aggressor,@grEs#,9,6.45,653.4137931
733,aggrieve,@griv,8,0,853.1666667
734,aggrieved,@grivd,9,5.06,785
735,aghast,@gast,6,5.38,793.0714286
736,agile,aJ@l,5,6.45,709.8
737,agilely,aJ@lli,7,1.61,1039.933333
738,agility,@JIl@ti,7,7.11,723.1851852
739,aging,eJIN,5,7.99,626.6206897
740,agitate,aJ@tet,7,5.2,818.7407407
741,agitated,aJ@tet@d,8,6.26,785.9655172
742,agitating,aJ@tetIN,9,4.8,692.44
743,agitation,aJ@teSn,9,6.69,868.6296296
744,agitator,aJ@tet#,8,5.37,813.7241379
745,agitators,aJ@tet#z,9,4.36,828.8076923
746,agleam,@glim,6,0,1039.9375
747,aglow,@glo,5,3.99,715.40625
748,Agnes,agnIs,5,6.44,757.9583333
749,agnostic,agnAstIk,8,6.93,904.8928571
750,agnostics,agnAstIks,9,5.55,795.0769231
751,ago,@go,3,11.66,715.4074074
752,agonies,ag@niz,7,4.73,929.3928571
753,agonize,ag@n!z,7,4.36,802.3703704
754,agonized,ag@n!zd,8,4.97,722.0740741
755,agonizes,ag@n!z@z,8,3.26,847.1071429
756,agonizing,ag@n!zIN,9,6.14,734.9655172
757,agony,ag@ni,5,7.72,643.862069
758,agoraphobia,ag#r@fobi@,11,3.37,1067.346154
759,agrarian,@grEri@n,8,5.98,925.0416667
760,agree,@gri,5,11.55,625.2580645
761,agreeable,@gri@bL,9,6.49,648.9285714
763,agreeably,@gri@bli,9,3.95,784.0714286
764,agreed,@grid,6,9.99,697.6785714
765,agreeing,@griIN,8,7.73,781.5
766,agreement,@grim@nt,9,10.07,655.2413793
767,agreements,@grim@nts,10,8.5,668.2413793
768,agrees,@griz,6,8.62,642.3333333
769,agricultural,agrIkVlC#@l,12,8.53,734.25
772,agriculture,agrIkVlC#,11,8.61,830.6774194
774,Agrippa,@grIp@,7,4.55,824.5833333
775,agronomy,@grAn@mi,8,5.18,1326.454545
776,aground,@gr0nd,7,5.02,744.9259259
777,ah,A,2,10.02,616.1481481
778,ahead,@hEd,5,10.16,585.962963
779,ahem,@h@m,4,7.59,706.4117647
780,ahoy,@hY,4,5.26,689.1923077
781,aid,ed,3,9.83,572.7333333
782,aide,ed,4,7.36,645.1071429
783,aided,et@d,5,7.41,641.8928571
784,aides,edz,5,6.51,637.2666667
785,aiding,etIN,6,6.63,686.5333333
786,aids,edz,4,10,577.6333333
787,ail,el,3,5.45,639.3913043
788,ailerons,el#rAnz,8,5.05,1583.25
789,ailing,elIN,6,5.66,728.90625
790,ailment,elm@nt,7,5.66,654.7419355
791,ailments,elm@nts,8,6.35,798.8888889
792,aim,em,3,8.97,613.0384615
793,aimed,emd,5,8.88,627.9310345
794,aiming,emIN,6,7.57,673.2307692
795,aimless,eml@s,7,5,655.1666667
796,aimlessly,eml@sli,9,5.52,789.137931
797,aims,emz,4,7.95,711.9310345
798,air,Er,3,11.3,549.5172414
799,airbase,Erbes,7,4.87,633.21875
800,airbed,ErbEd,6,0,665.3214286
801,airbladder,Erblad#,10,0,781.1153846
802,airborne,ErbOrn,8,7.66,589.137931
803,airbrake,Erbrek,8,3.09,696.6551724
804,airbus,ErbVs,6,6.35,626.0357143
805,aircraft,Erkraft,8,9.75,582.3448276
806,aircrew,Erkru,7,4.84,692.2666667
807,aircushion,ErkUS@n,10,0,1067.935484
808,airdrop,ErdrAp,7,3.22,653.9310345
809,airdrops,ErdrAps,8,3.33,705.8387097
810,aired,Erd,5,8.04,656.5
811,airfield,Erfild,8,6.21,686.2222222
812,airfields,Erfildz,9,5.3,737.625
813,airflow,Erflo,7,6.03,576.6551724
814,airforce,ErfOrs,8,5.93,624.5517241
815,airframe,Erfrem,8,6.09,689.7692308
816,airily,Er@li,6,2.77,717.2083333
817,airless,Erl@s,7,6.04,638.1428571
818,airlift,ErlIft,7,5.28,711.7777778
819,airline,Erl!n,7,8.54,580.8571429
820,airliner,Erl!n#,8,5.83,699.2857143
821,airlines,Erl!nz,8,8.74,621.5357143
822,airlock,ErlAk,7,6.33,620.5172414
823,airmail,Ermel,7,6.62,715.9
824,airmen,Erm@n,6,5.33,718.9285714
825,airpark,ErpArk,7,4.41,651.4230769
826,airplane,Erplen,8,8.46,537.2
827,airplanes,Erplenz,9,7.44,705.3103448
828,airport,ErpOrt,7,9.38,569.8
829,airports,ErpOrts,8,7.43,630.8064516
830,airs,Erz,4,7.38,617.1724138
831,airshaft,ErSaft,8,1.1,765.5769231
832,airship,ErSIp,7,6.1,645.516129
833,airsick,ErsIk,7,2.89,658.8518519
834,airspace,Erspes,8,6.61,669.5483871
835,airspeed,Erspid,8,6.4,716.7241379
836,airstrip,ErstrIp,8,5.15,747.1
837,airstrips,ErstrIps,9,3.85,628.8965517
838,airtight,Ert!t,8,5.9,762.2142857
839,airway,Erwe,6,5.55,628.3928571
840,airways,Erwez,7,6.82,617.1612903
841,airy,Eri,4,5.89,614.1785714
842,aisle,!l,5,7.24,701
843,ajar,@JAr,4,5,671.5
844,akin,@kIn,4,7.8,634.2083333
845,Akron,akr@n,5,8.05,729.32
846,Al,al,2,11.17,669.6666667
847,Alabama,al@bam@,7,8.56,657.8
848,Alabamans,al@bam@nz,9,1.79,992.8947368
849,alabaster,al@bast#,9,7.44,792
850,Alamo,al@mo,5,7.33,694.0645161
851,Alamogordo,al@m@gOrdo,10,4.45,2093.7
852,Alan,al@n,4,10.41,642.5769231
853,alarm,@lArm,5,8.63,586.1034483
854,alarmed,@lArmd,7,6.85,552.7142857
855,alarming,@lArmIN,8,6.96,599.5
856,alarmingly,@lArmINli,10,4.84,712.7142857
857,alarmist,@lArmIst,8,5.13,716.2857143
858,alarms,@lArmz,6,7.29,534.9354839
859,alas,@las,4,8.38,841.28
860,Alaska,@lask@,6,8.74,592.2413793
861,albacore,alb@kor,8,3.99,865.92
862,Albania,albeni@,7,7.47,819.4482759
863,Albanian,albeni@n,8,7.94,1005.84375
864,Albanians,albeni@nz,9,7.5,802.8571429
865,Albany,Olb@ni,6,8.1,636.3448276
866,albatross,alb@trAs,9,6.28,718.6086957
867,albeit,OlbiIt,6,8.28,727.3333333
868,Albert,alb#t,6,9.26,644.1875
869,albino,alb!no,6,6.76,758.3928571
870,album,alb@m,5,10.59,593.3571429
871,albumin,albjum@n,7,6.99,941.2222222
872,albums,alb@mz,6,9.39,636
873,alchemist,alk@mIst,9,6.26,819.2692308
874,alchemy,alk@mi,7,6.97,756.3333333
875,alcohol,alk@hAl,7,9.56,584.6666667
876,alcoholic,alk@hAlIk,9,7.51,627.0714286
877,alcoholics,alk@hAlIks,10,6.9,673.2068966
878,alcoholism,alk@hAlIzm,10,6.93,646.1428571
879,alcohols,alk@hAlz,8,4.93,787.7878788
880,alcove,alkov,6,5.58,674.3333333
881,alcoves,alkovz,7,4.06,733.7307692
882,alderman,Old#m@n,8,5.17,769.1034483
883,aldermen,Old#m@n,8,2.4,843.2413793
884,ale,el,3,8.5,601.04
885,alehouse,elh0s,8,2.2,950.25
886,alert,@l#t,5,9.1,537.5555556
887,alerted,@l#t@d,7,6.46,617.2758621
888,alerting,@l#tIN,8,5.81,643.3928571
889,alertly,@l#tli,7,2.56,694.6296296
890,alertness,@l#tn@s,9,5.38,690.3793103
891,alerts,@l#ts,6,7,577.2903226
892,Alex,alIks,4,9.83,569.5555556
893,Alexander,alIgzant#,9,9.66,614.0344828
894,Alexandria,alIgzandri@,10,8.52,668.9666667
895,Alexei,@lEksi,6,6.84,720.8571429
896,Alexis,@lEksIs,6,7.29,728.5
897,alfalfa,alfalf@,7,6.1,891.4285714
898,Alfonso,alfAnso,7,6.59,667.6923077
899,Alfred,alfr@d,6,8.16,632.8965517
900,alfredo,alfreto,7,6.71,698.3548387
901,alga,alg@,4,4.19,768.3
902,algae,algi,5,7.73,773.6428571
903,algaecide,alJIs!d,9,1.1,1407.142857
904,algebra,alJ@br@,7,7.83,640.1666667
905,algebraic,alJ@breIk,9,6.84,858.8666667
907,Algeria,alJIri@,7,7.13,823.6428571
908,Algerian,alJIri@n,8,6.21,935.88
909,Algerians,alJIri@nz,9,4.43,779.0833333
910,algorithm,alg#rID@m,9,9.3,862.6521739
911,alias,eli@s,5,10.02,699.1363636
912,alibi,al@b!,5,5.81,710.7857143
913,alibis,al@b!z,6,4.14,1058.818182
914,Alice,al@s,5,8.65,632.2413793
915,Alicia,@lIS@,6,7,691.3703704
916,alien,eli@n,5,9.96,615.0384615
917,alienable,eli@n@bL,9,1.39,809.2857143
918,alienate,eli@net,8,6.34,733.7407407
919,alienated,eli@net@d,9,6.45,763.9666667
920,alienates,eli@nets,9,4.53,793.0357143
921,alienation,eli@neSn,10,6.14,788.8965517
922,aliens,eli@nz,6,9.37,707.1
923,alight,@l!t,6,4.72,812
924,align,@l!n,5,7.28,668.7586207
925,aligned,@l!nd,7,7.48,612.7037037
926,aligning,@l!nIN,8,5.81,786.4137931
927,alignment,@l!nm@nt,9,8.33,686.7142857
928,alignments,@l!nm@nts,10,6.14,680.5714286
929,alike,@l!k,5,8.63,581.969697
930,aliment,alIm@nt,7,2.08,955
931,alimony,al@moni,7,5.74,839.3103448
932,alive,@l!v,5,9.9,664.2142857
933,alkali,alk@l!,6,4.67,1012.333333
934,alkaline,alk@l!n,8,6.63,844.1428571
935,alkalis,alk@l!z,7,1.79,982
936,all,Ol,3,14.35,599.0344828
937,Allah,Al@,5,8.99,908.25
938,Allan,al@n,5,8.5,707.962963
939,allay,@le,5,4.96,761.9333333
940,allegation,al@geSn,10,6.92,816.5357143
941,allegations,al@geSnz,11,8.33,743.3571429
942,allege,@lEJ,6,6.25,725.4583333
943,alleged,@lEJd,7,8.96,604.7307692
944,allegedly,@lEJ@dli,9,8.39,756.5555556
945,allegiance,@liJ@ns,10,7.2,892.3333333
946,allegiances,@liJ@ns@z,11,4.16,730.7916667
947,alleging,@lEJIN,8,6.17,788.6428571
948,allegoric,al@gOrIk,9,1.39,1036.25
949,allegorical,al@gOrIkL,11,5.47,822.6956522
950,allegory,al@gOri,8,6.22,879.9615385
951,allegretto,al@grEto,10,3.26,1035.6
952,allegro,@legro,7,6.49,777.7586207
953,Alleluia,al@luj@,8,4.19,1051.25
954,Allen,al@n,5,9.6,620.5769231
955,allergen,al#J@n,8,4.74,805.52
956,allergic,@l#JIk,8,7.58,726.3666667
957,allergies,al#Jiz,9,7.52,693.9354839
958,allergy,al#Ji,7,7.92,689.2857143
959,alleviate,@liviet,9,7.25,848.1724138
960,alleviating,@livietIN,11,5.33,936.3846154
961,alleviation,@livieSn,11,4.55,893.7931034
962,alley,ali,5,8.01,623.4
963,alleys,aliz,6,5.47,715.7
964,alleyway,aliwe,8,4.48,780.40625
965,alleyways,aliwez,9,4.14,713.3214286
966,alliance,@l!@ns,8,9.2,644.8965517
967,alliances,@l!@ns@z,9,7.23,708.4814815
968,allied,al!d,6,8.13,708.6071429
969,allies,al!z,6,8.51,716.28
970,alligator,al@get#,9,6.58,682.6785714
971,alligatored,al@get#d,11,0,1324.882353
972,Allison,alIsn,7,8.05,738.9259259
973,alliterate,@lIt#ret,10,2.3,1010.5
974,alliteration,@lIt#reSn,12,4.69,1030.458333
975,alliterative,@lIt#retIv,12,4.23,1389.05
976,allocable,al@k@bL,9,0,838.2666667
977,allocate,al@ket,8,8.11,700.3333333
978,allocated,al@ket@d,9,9.79,825.6785714
979,allocation,al@keSn,10,8.35,755.4444444
980,allocations,al@keSnz,11,6.55,828.6071429
981,allopathic,al@paTIk,10,4.78,1076.904762
982,allopathy,@lAp@Ti,9,4.01,1134.35
983,allot,@lAt,5,6.17,829.8333333
984,alloted,@lAt@d,7,5.15,641.9166667
985,allotment,@lAtm@nt,9,5.79,702.6153846
986,allotments,@lAtm@nts,10,4.06,913.3
987,allotted,@lAt@d,8,6.16,599.3076923
988,allotting,@lAtIN,9,5.09,733.1428571
989,allow,@l0,5,11.25,589.8965517
990,allowable,@l0@bL,9,6.84,674.4666667
991,allowance,@l0@ns,9,7.28,578.1724138
992,allowances,@l0@ns@z,10,6.4,653.0689655
993,allowed,@l0d,7,10.7,539.7419355
994,allowing,@l0IN,8,9.72,595.3571429
995,allows,@l0z,6,10.67,578.8571429
996,alloy,alY,5,7.28,681
997,alloys,alYz,6,6.68,746.4642857
998,allspice,Olsp!s,8,4.67,790.3043478
999,alluded,@lut@d,7,6.55,624.2692308
1000,alludes,@ludz,7,5.56,629.7857143
1001,alluding,@lutIN,8,5.73,671.0714286
1002,allure,@lUr,6,5.51,582.3461538
1003,allurement,@lUrm@nt,10,0,710.4583333
1004,alluring,@lUrIN,8,5.16,605.2068966
1005,allusion,@luZn,8,6.01,640.5357143
1006,allusions,@luZnz,9,5.93,653.7
1007,allusive,@lusIv,8,2.4,648.9
1008,allusiveness,@lusIvnEs,12,0,792.962963
1009,ally,al!,4,7.96,737.3846154
1010,almanac,Olm@nak,7,7.23,790.56
1011,Almighty,Olm!ti,8,7.56,712.7777778
1012,almond,Am@nd,6,6.47,625.5806452
1013,almonds,Am@ndz,7,6.11,643.8928571
1014,almost,Olmost,6,11.62,619.2857143
1015,alms,Amz,4,4.9,650.3928571
1016,aloe,alo,4,5.72,716.8
1017,aloes,aloz,5,2.4,782.6666667
1018,aloft,@lOft,5,5.64,602.3846154
1019,alone,@lon,5,10.84,554.5333333
1020,aloneness,@lonn@s,9,3.09,677.9354839
1021,along,@lON,5,11.44,568.3666667
1022,alongside,@lONs!d,9,7.77,621.4137931
1023,aloof,@luf,5,5.91,597.1428571
1024,aloofness,@lufn@s,9,4.43,721.9666667
1025,aloud,@l0d,5,7.15,561.8148148
1026,Alp,alp,3,6.24,624.3793103
1027,alpha,alf@,5,10.5,621.5172414
1028,alphabet,alf@bEt,8,7.96,633.1428571
1029,alphabetic,alf@bEtIk,10,6.67,723.2142857
1030,alphabetical,alf@bEtIkL,12,7.47,679.6896552
1031,alphabetized,alf@b@t!zd,12,5.25,739.4230769
1032,Alpine,alp!n,6,7.89,699.2666667
1033,Alps,alps,4,6.69,575.0666667
1034,already,OlrEti,7,11.89,608.5714286
1035,alright,Olr!t,7,8.71,627.8571429
1036,also,Olso,4,13.57,527.2
1037,altar,Olt#,5,8.13,615.4333333
1038,altarpiece,Olt#pis,10,1.39,839.6086957
1039,alter,Olt#,5,8.98,559.6
1040,alteration,Olt#eSn,10,7.81,792.6551724
1041,alterations,Olt#eSnz,11,7.01,779.3214286
1042,altercate,Olt#ket,9,0,850.7777778
1043,altercation,Olt#keSn,11,4.99,873.6451613
1044,altered,Olt#d,7,8.55,612.9666667
1045,altering,Olt#IN,8,7.51,628.1851852
1046,alterman,Olt#m@n,8,3.69,794.7666667
1047,alternate,Olt#net,9,9.27,744.2666667
1048,alternated,Olt#net@d,10,5.25,709.8928571
1049,alternately,Olt#n@tli,11,7.44,753.9090909
1050,alternating,Olt#netIN,11,7.18,796.4230769
1051,alternation,Olt#neSn,11,4.88,661.1785714
1052,alternative,Olt#n@tIv,11,10.34,677.3703704
1054,alternatives,Olt#n@tIvz,12,9.06,608.5666667
1055,alternator,Olt#net#,10,6.77,737.9259259
1056,alters,Olt#z,6,6.89,605.1785714
1057,although,OlDo,8,11.61,620.7241379
1058,altitude,alt@tud,8,8.22,722.5862069
1059,alto,alto,4,8.67,612.2083333
1060,altogether,Olt@gED#,10,8.6,633.1785714
1061,altruism,altruIzm,8,6.3,761.5384615
1062,altruist,altruIst,8,3.91,927.8571429
1064,alum,al@m,4,6.23,701.7826087
1065,aluminium,alj@mIni@m,9,6.89,703.8148148
1066,aluminum,@lum@n@m,8,8.76,774.9642857
1067,alumnae,@lVmni,7,3.87,1030.277778
1068,alumni,@lVmn!,6,7.85,631.3333333
1069,alveolar,alvi@l#,8,3.81,1038.222222
1070,alveoli,alvi@l!,7,2.64,1106
1071,alveolus,alvi@l@s,8,0,1307.411765
1072,always,Olwez,6,12.21,523.5483871
1073,am,am,2,13.21,716.9642857
1074,amalgamate,@malg@met,10,3.26,1025.4
1075,amalgamated,@malg@met@d,11,4.83,1303.947368
1076,amalgamation,@malg@meSn,12,4.63,1299.882353
1077,amass,@mas,5,5.61,617.4230769
1078,amassing,@masIN,8,4.58,905.2758621
1079,amateur,am@t#,7,9.45,690.9642857
1080,amateurish,am@t#IS,10,5.33,1043.92
1082,amateurs,am@t#z,8,7.56,823.5384615
1083,amatory,am@tOri,7,0.69,1098.0625
1084,amaze,@mez,5,6.69,617.7
1085,amazed,@mezd,6,8.61,648.8
1086,amazement,@mezm@nt,9,7.06,629
1087,amazing,@mezIN,7,10.13,620.9
1088,amazingly,@mezINli,9,7.91,669.7
1089,Amazon,am@zAn,6,7.3,684.4074074
1090,Amazonian,am@zoni@n,9,4.45,1034.928571
1091,Amazons,am@zAnz,7,6,717.7931034
1092,ambassador,ambas@t#,10,8.54,773.5185185
1093,ambassadors,ambas@t#z,11,6.86,739.7419355
1094,amber,amb#,5,7.88,620.0714286
1095,ambiance,ambi@ns,8,5.38,776.4444444
1096,ambidextrous,ambIdEkstr@s,12,5.12,818.6
1097,ambience,ambi@ns,8,6.01,762.375
1098,ambient,ambi@nt,7,7.94,921.4285714
1099,ambiguities,ambIgju@tiz,11,5.86,799.28
1100,ambiguity,ambIgju@ti,9,7.15,854.52
1101,ambiguous,ambIgju@s,9,7.84,719.4444444
1102,ambition,ambISn,8,7.14,709.8965517
1103,ambitions,ambISnz,9,6.72,776.4482759
1104,ambitious,ambIS@s,9,7.5,663.2142857
1105,ambitiously,ambIS@sli,11,2.2,733.6
1106,ambivalence,ambIv@l@ns,11,5.22,890.52
1107,ambivalent,ambIv@l@nt,10,5.63,735.0833333
1108,amble,ambL,5,3.95,677.2413793
1109,ambled,ambLd,6,3.93,662.6363636
1110,ambling,ambLIN,7,3.66,638.3703704
1111,Ambrose,ambroz,7,7.25,827.9230769
1112,ambrosia,ambroZ@,8,6.19,863.5185185
1113,ambrosial,ambroZL,9,1.95,918.8888889
1114,ambulance,ambj@l@ns,9,7.24,647.8148148
1115,ambulances,ambj@l@ns@z,10,5.24,814.3
1116,ambulatory,ambj@l@tOri,10,4.85,1027.111111
1117,ambuscade,amb@sked,9,1.1,1648.444444
1118,ambush,ambUS,6,7.51,754.1724138
1119,ambushed,ambUSt,8,5.76,693.3461538
1120,ambushes,ambUS@z,8,4.61,751.3333333
1121,ameliorate,@milj@ret,10,5.11,1055.090909
1122,Amen,emEn,4,7.9,664.3333333
1123,amenable,@min@bL,8,6.22,909.1578947
1124,amend,@mEnd,5,7.74,853.0714286
1125,amendable,@mEnt@bL,9,3.33,915.1153846
1126,amended,@mEnt@d,7,8.19,682.1851852
1127,amending,@mEntIN,8,5.93,656.7241379
1128,amendment,@mEndm@nt,9,10.25,888.7096774
1129,amendments,@mEndm@nts,10,8.02,791.6129032
1130,amenity,@mEn@ti,7,3.53,932.7391304
1131,America,@mEr@k@,7,11.27,580.3214286
1132,American,@mEr@k@n,8,11.69,541.5862069
1133,Americana,@mEr@kan@,9,6.46,730.5357143
1134,Americanize,@mEr@k@n!z,11,3,775.8965517
1135,Americans,@mEr@k@nz,9,10.34,668
1136,Americas,@mEr@k@z,8,7.97,660.4074074
1137,amethyst,am@TIst,8,6.31,890.2608696
1138,amiable,emi@bL,7,5.71,864.2727273
1139,amicable,amIk@bL,8,5.16,799.2173913
1140,amicably,amIk@bli,8,4.49,899.3333333
1141,amid,@mId,4,6.87,665.8571429
1142,amide,am!d,5,3.87,785.7333333
1143,amidst,@mIdst,6,6.54,718
1144,amigo,@migo,5,7.09,636.5714286
1145,amino,@mino,5,7.39,778.3666667
1146,amiss,@mIs,5,5.95,673.6896552
1147,amity,amIti,5,4.8,877.64
1148,ammo,amo,4,8.69,732.9310345
1149,ammonia,@moni@,7,7.11,756.1428571
1150,ammonium,@moni@m,8,6.24,945.8461538
1151,ammunition,amj@nISn,10,8.01,1073
1152,amnesia,amniZ@,7,7.85,705.2592593
1153,amnesty,amn@sti,7,8.17,775.88
1154,amoeba,@mib@,6,6.17,782.3478261
1155,amok,@mVk,4,6.3,835.9
1156,among,@mVN,5,11.01,604.137931
1157,amongst,@mVNst,7,8.87,672.7777778
1158,amoral,emOr@l,6,5.8,914.5652174
1159,amorality,em#ral@ti,9,4.09,1005.6
1160,amorist,am#Ist,7,0,783.5217391
1161,amorous,am#r@s,7,5.62,903.7727273
1162,amorphous,@mOrf@s,9,6.12,875.1875
1163,amorphously,@mOrf@sli,11,1.1,971.5
1164,amortization,am#t@zeSn,12,4.93,928.8
1165,amortize,am#t!z,8,3.81,1044.352941
1166,amory,em#ri,5,5.05,781.7647059
1167,amount,@m0nt,6,11.03,667.8275862
1168,amounted,@m0nt@d,8,6.54,745.6071429
1169,amounting,@m0ntIN,9,5.51,656.5357143
1170,amounts,@m0nts,7,9.48,574.9333333
1171,amour,@mUr,5,5.02,889.6666667
1172,amp,amp,3,9.09,651.5517241
1173,ampere,ampIr,6,4.06,823.7894737
1174,ampersand,amp#sand,9,5.44,915.9615385
1175,amphetamine,amfEt@min,11,5.77,1328.32
1176,amphetamines,amfEt@minz,12,5.45,1387.083333
1177,amphibian,amfIbi@n,9,5.84,822.4285714
1178,amphibious,amfIbi@s,10,5.84,1122.714286
1179,amphitheater,amf@Ti@t#,12,5.23,914.8928571
1180,ample,ampL,5,7.86,608.7586207
1182,amplified,ampl@f!d,9,7.13,650.8928571
1183,amplifier,ampl@f!#,9,7.97,605.5925926
1184,amplifiers,ampl@f!#z,10,7.24,677.1428571
1185,amplify,ampl@f!,7,6.27,663.7857143
1186,amplifying,ampl@f!IN,10,4.96,684.1111111
1187,amplitude,ampl@tud,9,7.11,795.3461538
