Word,Pron_NoStress
ancillary,ans@lEri
and,and
andante,andanti
Andean,anti@n
Andersen,ant#sn
Andover,antov#
Andre,Andre
Andrea,andri@
Andrew,andru
androgynous,andrAJ@n@s
Andy,anti
anecdotal,anIkdotL
anecdote,anIkdot
anecdotes,anIkdots
anemia,@nimi@
anemic,@nimIk
anemone,@nEm@ni
anesthetic,an@sTEtIk
anesthetically,an@sTEtIkli
anesthetics,an@sTEtIks
anesthetized,@nEsT@t!zd
anew,@nu
angel,enJ@l
angelic,anJElIk
Angelica,anJElIk@
Angelina,anJ@lin@
Angelo,anJ@lo
angels,enJ@lz
anger,aNg#
angered,aNg#d
Angie,anJi
angle,aNgL
angler,aNgl#
angles,aNgLz
Anglican,aNglIk@n
Anglicanism,aNglIk@nIzm
Anglicans,aNglIk@nz
Anglicism,aNgl@sIzm
Anglicize,aNgl@s!z
angling,aNgLIN
Anglophile,aNgl@f!l
Anglophilia,aNgl@fIli@
Anglophobe,aNgl@fob
Anglophobia,aNgl@fobi@
Angola,aNgol@
Angora,aNgOr@
angriest,aNgriIst
angrily,aNgr@li
angry,aNgri
angst,ANst
anguish,aNgwIS
anguished,aNgwISt
angular,aNgj@l#
anhydrous,anh!dr@s
anhydrously,anh!dr@sli
animal,an@mL
animalism,an@mLIzm
animals,an@mLz
animate,an@m@t
animated,an@met@d
animation,an@meSn
animism,an@mIzm
animosity,an@mAs@ti
anion,an!@n
anionic,an!AnIk
aniseed,an@sid
Anita,@nit@
ankle,aNkL
ankles,aNkLz
anklet,aNkl@t
Ann,an
Anna,an@
annals,anLz
Annapolis,@nap@lIs
Anne,an
annex,anEks
annexation,anEkseSn
Annie,ani
annihilate,@n!@let
annihilation,@n!@leSn
anniversaries,an@v#s#riz
anniversary,an@v#s#ri
annotate,an@tet
annotation,an@teSn
announce,@n0ns
announced,@n0nst
announcement,@n0nsm@nt
announcements,@n0nsm@nts
announcer,@n0ns#
announcers,@n0ns#z
announces,@n0ns@z
announcing,@n0nsIN
annoy,@nY
annoyance,@nY@ns
annoyances,@nY@ns@z
annoyed,@nYd
annoying,@nYIN
annoys,@nYz
annual,anju@l
annually,anju@li
annuity,@nu@ti
annul,@nVl
annulment,@nVlm@nt
annum,an@m
annunciated,@nVnsiet@d
annunciation,@nVnsieSn
anode,anod
anodes,anodz
anoint,@nYnt
anointment,@nYntm@nt
anomalies,@nAm@liz
anomalous,@nAm@l@s
anomaly,@nAm@li
anomic,@nAmIk
anomie,an@mi
anon,@nAn
anonymity,an@nIm@ti
anonymous,@nAn@m@s
anorexia,an#rEksi@
another,@nVD#
answer,ans#
answerable,ans#@bL
answered,ans#d
answering,ans#IN
answers,ans#z
ant,ant
antacid,antas@d
antagonism,antag@nIzm
antagonisms,antag@nIzmz
antagonist,antag@nIst
antagonistic,antag@nIstIk
antagonists,antag@nIsts
antagonize,antag@n!z
Antarctic,antArktIk
Antarctica,antArktIk@
ante,anti
anteater,antit#
antecede,antIsid
antecedent,antIsidnt
antecedents,antIsidnts
antechamber,antiCemb#
antedate,antidet
antelope,antLop
antenna,antEn@
antennae,antEni
antennas,antEn@z
anterior,antIri#
anteriors,antiri#z
anteroom,antirum
anthem,anT@m
anthems,anT@mz
anthill,anthIl
anthologize,anTAl@J!z
anthology,anTAl@Ji
Anthony,anT@ni
anthrax,anTraks
anthropocentric,anTr@p@sEntrIk
anthropoid,anTr@pYd
anthropological,anTr@p@lAJIkL
anthropologist,anTr@pAl@JIst
anthropologists,anTr@pAl@JIsts
anthropology,anTr@pAl@Ji
anthropomorphic,anTr@p@mOrfIk
anthropomorphism,anTr@p@mOrfIzm
antiaircraft,antiErkraft
antibiotic,antib!AtIk
antibiotics,antib!AtIks
antibodies,antIbAtiz
antibody,antIbAti
antic,antIk
anticipate,antIs@pet
anticipated,antIs@pet@d
anticipates,antIs@pets
anticipating,antIs@petIN
anticipation,antIs@peSn
anticipations,antIs@peSnz
anticipatory,antIs@petOri
anticlerical,antiklErIkL
anticlimax,antikl!maks
anticoagulation,antikoagj@leSn
antics,antIks
antidote,antItot
Antietam,antit@m
antifreeze,antifriz
antifundamentalist,antifVnt@mEntLIst
Antigua,antig@
antihero,antihIro
antihistamine,antihIst@min
antimatter,antimat#
antipathy,antIp@Ti
antipersonnel,antip#snEl
antiquary,ant@kwEri
antiquate,ant@kwet
antiquated,ant@kwet@d
antique,antik
antiques,antiks
antiquities,antIkw@tiz
antiquity,antIkw@ti
antiseptic,antisEptIk
antiserum,antIsir@m
antislavery,antislev#ri
antisocial,antisoSL
antisubmarine,antisVbm#rin
antitank,antitaNk
antithesis,antIT@sIs
antithyroid,antiT!rYd
antitoxin,antitAksn
antitrust,antitrVst
antler,antl#
Antoine,AntwAn
Antoinette,antw@nEt
Antonio,antonio
antonym,ant@nIm
ants,ants
anus,en@s
anvil,anvL
anxieties,aNgz!@tiz
anxiety,aNgz!@ti
anxious,aNkS@s
anxiously,aNkS@sli
any,Eni
anybody,EnibAti
anyhow,Enih0
anymore,EnimOr
anyone,EniwVn
anyplace,Eniples
anything,EnITIN
anyway,Eniwe
anyways,Eniwez
anywhere,EnihwEr
aorta,eOrt@
Apache,@paCi
Apaches,@paCiz
apart,@pArt
apartheid,@pArthet
apartment,@pArtm@nt
apartments,@pArtm@nts
apathetic,ap@TEtIk
apathy,ap@Ti
ape,ep
aperitif,@pErItif
aperture,ap#C#
apex,epEks
aphasia,@feZ@
aphid,efId
aphorism,af#rIzm
aphrodisiac,afr@dIziak
Aphrodite,afr@d!ti
apiary,epiEri
apiculture,epIkVlC#
apiece,@pis
apocalypse,@pAk@lIps
apocalyptic,@pAk@lIptIk
apogee,ap@Ji
Apollo,@pAlo
Apollonian,ap@loni@n
apologetic,@pAl@JEtIk
apologetically,@pAl@JEtIkli
apologies,@pAl@Jiz
apologist,@pAl@JIst
apologize,@pAl@J!z
apologized,@pAl@J!zd
apology,@pAl@Ji
apoplexy,ap@plEksi
apostle,@pAsL
apostles,@pAsLz
Apostolic,ap@stAlIk
apostrophe,@pAstr@fi
apothecary,@pAT@kEri
appal,@pOl
Appalachian,ap@leCi@n
Appalachians,ap@leCi@nz
appalled,@pOld
appalling,@pOlIN
appallingly,@pOlINli
apparatus,ap#rat@s
apparel,@par@l
appareled,@par@ld
apparency,@par@nsi
apparent,@par@nt
apparently,@par@ntli
apparition,ap#rISn
appeal,@pil
appealed,@pild
appealing,@pilIN
appeals,@pilz
appear,@pIr
appearance,@pIr@ns
appearances,@pIr@ns@z
appeared,@pIrd
appearing,@pIrIN
appears,@pIrz
appease,@piz
appeased,@pizd
appeasement,@pizm@nt
appeasing,@pizIN
appellant,@pEl@nt
appellate,@pEl@t
append,@pEnd
appendage,@pEntIJ
appendages,@pEntIJ@z
appendectomy,apEndEkt@mi
appended,@pEnt@d
appendicitis,@pEntIs!t@s
appendix,@pEntIks
appendixes,@pEntIks@z
appetite,ap@t!t
appetites,ap@t!ts
appetizer,ap@t!z#
appetizing,ap@t!zIN
applaud,@plOd
applauded,@plOt@d
applauding,@plOtIN
applause,@plOz
apple,apL
apples,apLz
appliance,@pl!@ns
appliances,@pl!@ns@z
applicable,apl@k@bL
applicant,apl@k@nt
applicants,apl@k@nts
application,apl@keSn
applications,apl@keSnz
applicator,apl@ket#
applied,@pl!d
applies,@pl!z
apply,@pl!
applying,@pl!IN
appoint,@pYnt
appointed,@pYnt@d
appointee,@pYnti
appointees,@pYntiz
appointing,@pYntIN
appointment,@pYntm@nt
appointments,@pYntm@nts
appoints,@pYnts
apportion,@pOrSn
apportioned,@pOrSnd
apportionment,@pOrSnm@nt
apportionments,@pOrSnm@nts
appraisal,@prezL
appraisals,@prezLz
appraise,@prez
appraised,@prezd
appraisers,@prez#z
appraising,@prezIN
appraisingly,@prezINli
appreciable,@priSi@bL
appreciably,@priSi@bli
appreciate,@priSiet
appreciated,@priSiet@d
appreciates,@priSiets
appreciating,@priSietIN
appreciation,@priSieSn
appreciations,@priSieSnz
appreciative,@priSietIv
appreciatively,@priSietIvli
apprehend,aprIhEnd
apprehended,aprIhEnt@d
apprehension,aprIhEnSn
apprehensions,aprIhEnSnz
apprehensive,aprIhEnsIv
apprehensively,aprIhEnsIvli
apprentice,@prEntIs
apprenticed,@prEntIst
apprentices,@prEntIs@z
apprenticeship,@prEntIsSIp
apprise,@pr!z
approach,@proC
approachable,@proC@bL
approached,@proCt
approaches,@proC@z
approaching,@proCIN
approbate,apr@bet
approbation,apr@beSn
appropriate,@propri@t
appropriated,@propriet@d
appropriately,@propri@tli
appropriateness,@propri@tn@s
appropriates,@propriets
appropriating,@proprietIN
appropriation,@proprieSn
appropriations,@proprieSnz
approval,@pruvL
approve,@pruv
approved,@pruvd
approves,@pruvz
approving,@pruvIN
approvingly,@pruvINli
approximate,@prAks@m@t
approximated,@prAks@met@d
approximately,@prAks@m@tli
approximation,@prAks@meSn
approximations,@prAks@meSnz
apricot,epr@kAt
April,epr@l
apron,epr@n
aprons,epr@nz
apropos,apr@po
apse,aps
apt,apt
aptitude,apt@tud
aptitudes,apt@tudz
aptly,aptli
aptness,aptn@s
aqualung,akw@lVN
aquamarine,akw@m#rin
aquanaut,akw@nOt
aquaplane,akw@plen
aquarium,@kwEri@m
Aquarius,@kwEri@s
aquatic,@kwatIk
aqueduct,akw@dVkt
aqueducts,akw@dVkts
aqueous,ekwi@s
Aquinas,@kw!n@s
Arab,ar@b
arabesque,ar@bEsk
Arabia,#rebi@
Arabian,#rebi@n
Arabians,#rebi@nz
Arabic,ar@bIk
Arabs,ar@bz
arachnid,#raknId
arbiter,Arb@t#
arbitrarily,Arb@trEr@li
arbitrary,Arb@trEri
arbitrate,Arb@tret
arbitrated,Arb@tret@d
arbitration,Arb@treSn
arbitrator,Arb@tret#
arbor,Arb#
arboreal,ArbOri@l
arboretum,Arb#rit@m
arc,Ark
arcade,Arked
arcades,Arkedz
Arcadia,Arketi@
arcane,Arken
arch,ArC
archaeological,Arki@lAJIkL
archaeologist,ArkiAl@JIst
archaeologists,ArkiAl@JIsts
archaeology,ArkiAl@Ji
archaic,ArkeIk
archaism,ArkeIzm
archangel,ArkenJ@l
archangels,ArkenJ@lz
archbishop,ArCbIS@p
archdeacon,ArCdik@n
archdiocese,ArCd!@sIs
archduke,ArCduk
arched,ArCt
archenemy,ArCEn@mi
archeological,Arki@lAJIkL
archer,ArC#
archery,ArC#i
arches,ArC@z
archetype,ArkIt!p
Archimedes,ArkImitiz
arching,ArCIN
archipelago,Ark@pEl@go
architect,ArkItEkt
architectonic,ArkItEktAnIk
architects,ArkItEkts
architectural,ArkItEkC#@l
architecturally,ArkItEkC#@li
architecture,ArkItEkC#
architectures,ArkItEkC#z
archives,Ark!vz
archtype,ArCt!p
archway,ArCwe
arclike,Arkl!k
arcs,Arks
Arctic,ArktIk
ardent,Ardnt
ardor,Art#
arduous,ArJu@s
are,Ar
area,Eri@
areas,Eri@z
arena,#rin@
arenas,#rin@z
Ares,Eriz
Argentina,ArJ@ntin@
Argentine,ArJ@ntin
Argentinian,ArJ@ntIni@n
argon,ArgAn
Argonaut,Arg@nOt
Argonauts,Arg@nOts
arguable,Argju@bL
argue,Argju
argued,Argjud
argues,Argjuz
arguing,ArgjuIN
argument,Argj@m@nt
argumentation,Argj@m@nteSn
argumentative,Argj@mEnt@tIv
arguments,Argj@m@nts
aria,Ari@
Ariadne,ariadni
Arianism,Eri@nIzm
Arianist,Ari@nIst
Arianists,Ari@nIsts
arid,arId
Aries,Eriz
arise,#r!z
arisen,#rIzn
arises,#r!z@z
arising,#r!zIN
aristocracy,ar@stAkr@si
aristocrat,@rIst@krat
aristocratic,@rIst@kratIk
aristocratically,@rIst@kratIkli
aristocrats,@rIst@krats
Aristotelian,ar@st@tili@n
Aristotle,ar@stAtL
arithmetic,#rITm@tIk
arithmetical,arITmEtIkL
Arizona,arIzon@
ark,Ark
Arkansas,Ark@nsO
Arlene,Arlin
Arlington,ArlINt@n
arm,Arm
armada,ArmAt@
armadillo,Arm@dIlo
Armageddon,Arm@gEdn
armament,Arm@m@nt
armaments,Arm@m@nts
armature,Arm@C#
armband,Armband
armchair,ArmCEr
armchairs,ArmCErz
armed,Armd
Armenian,Armini@n
armful,ArmfUl
armhole,Armhol
armies,Armiz
armistice,Arm@stIs
armload,Armlod
armoire,ArmwAr
armor,Arm#
armored,Arm#d
armory,Arm#i
armpit,ArmpIt
armpits,ArmpIts
arms,Armz
Armstrong,ArmstrON
army,Armi
Arnold,ArnLd
aroma,#rom@
aromas,#rom@z
aromatic,ar@matIk
arose,#roz
around,#r0nd
arousal,#r0zL
arouse,#r0z
aroused,#r0zd
arouses,#r0z@z
arousing,#r0zIN
arpeggio,ArpEJio
arraign,#ren
arraigned,#rend
arraigning,#renIN
arraignment,#renm@nt
arrange,#renJ
arranged,#renJd
arrangement,#renJm@nt
arrangements,#renJm@nts
arranges,#renJ@z
arranging,#renJIN
arrant,ar@nt
array,#re
arrears,#rIrz
arrest,#rEst
arrested,#rEst@d
arresting,#rEstIN
arrests,#rEsts
arrival,#r!vL
arrivals,#r!vLz
arrive,#r!v
arrived,#r!vd
arrives,#r!vz
arriving,#r!vIN
arrogance,ar@g@ns
arrogant,ar@g@nt
arrogantly,ar@g@ntli
arrow,aro
arrowed,arod
arrowhead,arohEd
arrowheads,arohEdz
arrowroot,arorut
arrows,aroz
arroyo,#rYo
arsenal,Ars@nL
arsenic,ArsnIk
arson,Arsn
art,Art
Artemis,Art@mIs
arterial,ArtIri@l
arteries,Art#riz
arteriosclerosis,ArtIrioskl#rosIs
artery,Art#ri
artful,ArtfL
artfully,ArtfLi
artfulness,ArtfLn@s
arthritic,ArTrItIk
arthritis,ArTr!t@s
Arthur,ArT#
artichoke,ArtICok
article,ArtIkL
articles,ArtIkLz
articulate,ArtIkj@l@t
articulated,ArtIkj@let@d
articulation,ArtIkj@leSn
articulations,ArtIkj@leSnz
artifact,Art@fakt
artifacts,Art@fakts
artificial,Art@fISL
artificially,Art@fISLi
artillerist,ArtIl#Ist
artillery,ArtIl#ri
artisan,Art@zn
artisans,Art@znz
artist,ArtIst
artiste,Artist
artistic,ArtIstIk
artistically,ArtIstIkli
artistry,ArtIstri
artists,ArtIsts
artless,Artl@s
arts,Arts
arty,Arti
Aryan,Eri@n
as,az
asbestos,asbEst@s
ascend,@sEnd
ascendancy,@sEndnsi
ascended,@sEnt@d
ascendent,@sEnd@nt
ascending,@sEntIN
ascension,@sEnSn
ascent,@sEnt
ascertain,as#ten
ascertainable,as#ten@bL
ascertained,as#tend
ascetic,@sEtIk
asceticism,@sEtIsIzm
ascribe,@skr!b
ascribed,@skr!bd
ascribes,@skr!bz
ascription,@skrIpSn
aseptic,esEptIk
asexual,esEkSu@l
ash,aS
ashamed,@Semd
ashbin,aSbIn
ashcan,aSkan
ashen,aSn
ashes,aS@z
Ashley,aSli
ashore,@SOr
ashtray,aStre
ashtrays,aStrez
ashy,aSi
Asia,eZ@
Asian,eZn
Asians,eZnz
Asiatic,eZiatIk
aside,@s!d
asinine,as@n!n
ask,ask
askance,@skans
asked,askt
askew,@skju
asking,askIN
asks,asks
aslant,@slant
asleep,@slip
asocial,esoSL
asp,asp
asparagus,@spar@g@s
aspect,aspEkt
aspects,aspEkts
aspen,asp@n
asphalt,asfOlt
asphyxiate,@sfIksiet
asphyxiation,@sfIksieSn
aspirate,asp@ret
aspiration,asp@reSn
aspirations,asp@reSnz
aspire,@sp!r
aspired,@sp!rd
aspires,@sp!rz
aspirin,asprIn
aspiring,@sp!rIN
ass,as
assail,@sel
assailant,@sel@nt
assailants,@sel@nts
assailed,@seld
assailing,@selIN
assassin,@sasn
assassinate,@sasnet
assassinated,@sasnet@d
assassination,@sasneSn
assassins,@sasnz
assault,@sOlt
assaulted,@sOlt@d
assaulting,@sOltIN
assaults,@sOlts
assay,@se
assayed,@sed
assaying,@seIN
assemblage,@sEmblIJ
assemblages,@sEmblIJ@z
assemble,@sEmbL
assembled,@sEmbLd
assemblies,@sEmbliz
assembling,@sEmbLIN
assembly,@sEmbli
assemblyman,@sEmblim@n
assent,@sEnt
assented,@sEnt@d
assert,@s#t
asserted,@s#t@d
asserting,@s#tIN
assertion,@s#Sn
assertions,@s#Snz
assertive,@s#tIv
assertiveness,@s#tIvn@s
asserts,@s#ts
asses,as@z
assess,@sEs
assessed,@sEst
assessing,@sEsIN
assessment,@sEsm@nt
assessments,@sEsm@nts
assessor,@sEs#
assessors,@sEs#z
asset,asEt
assets,asEts
asshole,ashol
assiduous,@sIJu@s
assign,@s!n
assignation,asIgneSn
assigned,@s!nd
assignee,@s!ni
assigning,@s!nIN
assignment,@s!nm@nt
assignments,@s!nm@nts
assigns,@s!nz
assimilate,@sIm@let
assimilated,@sIm@let@d
assimilation,@sIm@leSn
assist,@sIst
assistance,@sIstns
assistant,@sIstnt
assistants,@sIstnts
assisted,@sIst@d
assisting,@sIstIN
assists,@sIsts
associate,@sosiet
associated,@sosiet@d
associates,@sosiets
associating,@sosietIN
association,@sosieSn
associations,@sosieSnz
associatively,@soSietIvli
assonance,as@n@ns
assort,@sOrt
assorted,@sOrt@d
assortment,@sOrtm@nt
assuage,@sweJ
assuaged,@sweJd
assume,@sum
assumed,@sumd
assumes,@sumz
assuming,@sumIN
assumption,@sVmpSn
assumptions,@sVmpSnz
assurance,@SUr@ns
assurances,@SUr@ns@z
assure,@SUr
assured,@SUrd
assuredly,@SUr@dli
assures,@SUrz
assuring,@SUrIN
Assyrian,@sIri@n
aster,ast#
Asteria,@stiri@
asterisk,ast#rIsk
asterisks,ast#rIsks
asteroid,ast#rYd
asteroidal,ast#rYtL
asthma,azm@
asthmatic,azmatIk
astigmatism,@stIgm@tIzm
astonish,@stAnIS
astonished,@stAnISt
astonishing,@stAnISIN
astonishingly,@stAnISINli
astonishment,@stAnISm@nt
astound,@st0nd
astounded,@st0nt@d
astounding,@st0ntIN
astral,astr@l
astray,@stre
astride,@str!d
astringent,@strInJ@nt
astrodome,astr@dom
astrolabe,astr@leb
astrology,@strAl@Ji
astronaut,astr@nOt
astronomer,@strAn@m#
astronomical,astr@nAmIkL
astronomically,astr@nAmIkli
astronomy,@strAn@mi
astrophysics,astrofIzIks
astute,@stut
astuteness,@stutn@s
asunder,@sVnt#
asylum,@s!l@m
asymmetric,esImEtrIk
asymmetrical,esImEtrIkL
asymmetrically,esImEtrIkli
asymmetry,esIm@tri
asymptotic,asImtAtIk
asymptotically,asImtAtIkli
at,at
ate,et
Athabascan,aT@bask@n
atheism,eTiIzm
atheist,eTiIst
atheistic,eTiIstIk
atheists,eTiIsts
Athena,@Tin@
Athenian,@Tini@n
Athenians,@Tini@nz
Athens,aT@nz
athlete,aTlit
athletes,aTlits
athletic,aTlEtIk
athleticism,aTlEtIsIzm
athletics,aTlEtIks
Atlanta,atlant@
Atlantic,@tlantIk
Atlantis,@tlantIs
atlas,atl@s
atmosphere,atm@sfIr
atmospheres,atm@sfIrz
atmospheric,atm@sfErIk
atoll,atOl
atom,at@m
atomic,@tAmIk
atomize,at@m!z
atoms,at@mz
atonal,etonL
atonally,etonLli
atone,@ton
atonement,@tonm@nt
atop,@tAp
atrocious,@troS@s
atrociously,@troS@sli
atrocities,@trAs@tiz
atrocity,@trAs@ti
atrophied,atr@fid
atrophy,atr@fi
attach,@taC
attache,ataSe
attached,@taCt
attaches,@taC@z
attaching,@taCIN
attachment,@taCm@nt
attachments,@taCm@nts
attack,@tak
attacked,@takt
attacker,@tak#
attackers,@tak#z
attacking,@takIN
attacks,@taks
attain,@ten
attainable,@ten@bL
attained,@tend
attaining,@tenIN
attainment,@tenm@nt
attainments,@tenm@nts
attains,@tenz
attempt,@tEmpt
attempted,@tEmpt@d
attempting,@tEmptIN
attempts,@tEmpts
attend,@tEnd
attendance,@tEndns
attendant,@tEndnt
attendants,@tEndnts
attended,@tEnt@d
attending,@tEntIN
attends,@tEndz
attention,@tEnSn
attentions,@tEnSnz
attentive,@tEntIv
attentively,@tEntIvli
attenuate,@tEnjuet
attest,@tEst
attested,@tEst@d
attesting,@tEstIN
Attic,atIk
attire,@t!r
attired,@t!rd
attitude,at@tud
attitudes,at@tudz
attorney,@t#ni
attorneys,@t#niz
attract,@trakt
attracted,@trakt@d
attracting,@traktIN
attraction,@trakSn
attractions,@trakSnz
attractive,@traktIv
attractively,@traktIvli
attracts,@trakts
attributable,@trIbj@t@bL
attribute,atr@bjut
attributed,@trIbj@t@d
attributes,atr@bjuts
attributing,@trIbj@tIN
attribution,atr@bjuSn
attrition,@trISn
attuned,@tund
atypical,etIpIkL
auburn,Ob#n
auction,OkSn
auctioneer,OkSnIr
audacious,OdeS@s
audacity,Odas@ti
audible,Ot@bL
audibly,Ot@bli
audience,Oti@ns
audiences,Oti@ns@z
audio,Otio
audiovisual,OtiovIZu@l
audit,Ot@t
audited,Ot@t@d
auditing,Ot@tIN
audition,OdISn
auditioning,OdISnIN
auditions,OdISnz
auditor,Ot@t#
auditorium,Ot@tOri@m
auditors,Ot@t#z
auditory,Ot@tOri
audits,Ot@ts
Audrey,Odri
Audubon,Ot@bAn
auger,Og#
aught,Ot
augment,OgmEnt
augmentation,OgmEnteSn
augmented,OgmEnt@d
augmenting,OgmEntIN
augurs,Og#z
August,Og@st
Augusta,OgVst@
Augustan,Og@st@n
Augustine,OgVstin
Augustus,OgVst@s
aunt,ant
auntie,anti
aunts,ants
aura,Or@
aural,Or@l
aureola,Ori@l@
aureole,Oriol
aurora,#rOr@
Auschwitz,0SvIts
auspices,OspIs@z
auspicious,OspIS@s
auspiciously,OspIS@sli
Aussie,Osi
austere,OstIr
austerely,OstIrli
austerity,OstEr@ti
Austin,OstIn
Australia,Ostrelj@
Australian,Ostrelj@n
Austria,Ostri@
Austrian,Ostri@n
autarchy,OtArki
authentic,OTEntIk
authenticate,OTEnt@ket
authenticated,OTEnt@ket@d
authentication,OTEnt@keSn
authentications,OTEnt@keSnz
authenticator,OTEnt@ket#
authenticity,OTEntIs@ti
author,OT#
authoritarian,@TOr@tEri@n
authoritarianism,@TOr@tEri@nIzm
authoritative,@TOr@tetIv
authoritatively,@TOr@tetIvli
authorities,@TOr@tiz
authority,@TOr@ti
authorization,OT#r@zeSn
authorizations,OT#r@zeSnz
authorize,OT#r!z
authorized,OT#r!zd
authorizes,OT#r!z@z
authorizing,OT#r!zIN
authors,OT#z
authorship,OT#SIp
autism,OtIzm
autistic,OtIstIk
auto,Oto
autobahn,Otoban
autobiographic,Otob!@grafIk
autobiographical,Ot@b!@grafIkL
autobiography,Ot@b!Agr@fi
autocracies,OtAkr@siz
autocracy,OtAkr@si
autocrat,Ot@krat
autocratic,Ot@kratIk
autocrats,Ot@krats
autoerotism,OtoEr@tIz@m
autograph,Ot@graf
autoloader,Otolot#
automate,Ot@met
automated,Ot@met@d
automatic,Ot@matIk
automatically,Ot@matIkli
automation,Ot@meSn
automaton,OtAm@tAn
automobile,Ot@m@bil
automobiles,Ot@m@bilz
automotive,Ot@motIv
autonomic,Ot@nAmIk
autonomous,OtAn@m@s
autonomy,OtAn@mi
autopsied,OtApsid
autopsy,OtApsi
autos,Otoz
autumn,Ot@m
autumnal,OtVmnL
auxiliaries,OgzIlj#riz
auxiliary,OgzIlj#ri
avail,@vel
availabilities,@vel@bIl@tiz
availability,@vel@bIl@ti
available,@vel@bL
availed,@veld
availing,@velIN
avalanche,av@lanC
avarice,av#rIs
avaricious,av#rIS@s
avenge,@vEnJ
avenging,@vEnJIN
avenue,av@nu
avenues,av@nuz
average,av#rIJ
averaged,av#rIJd
averages,av#rIJ@z
averaging,av#rIJIN
averse,@v#s
aversion,@v#Zn
aversive,@v#sIv
avert,@v#t
averted,@v#t@d
averting,@v#tIN
aviary,eviEri
aviation,evieSn
aviator,eviet#
aviators,eviet#z
avid,avId
avidity,@vIt@ti
avidly,avIdli
avocado,av@kAto
avocados,av@kAtoz
avocation,av@keSn
avoid,@vYd
avoidable,@vYt@bL
avoidance,@vYdns
avoided,@vYt@d
avoiding,@vYtIN
avoids,@vYdz
avow,@v0
avowed,@v0d
await,@wet
awaited,@wet@d
awaiting,@wetIN
awaits,@wets
awake,@wek
awaken,@wek@n
awakened,@wek@nd
awakening,@wek@nIN
awakens,@wek@nz
award,@wOrd
awarded,@wOrt@d
awarding,@wOrtIN
awards,@wOrdz
aware,@wEr
awareness,@wErn@s
awash,@wAS
away,@we
awe,O
awed,Od
aweigh,@we
awesome,Osm
awestruck,OstrVk
awful,OfL
awfully,OfLi
awfulness,OfLn@s
awhile,@hw!l
awkward,Okw#d
awkwardly,Okw#dli
awkwardness,Okw#dn@s
awl,Ol
awning,OnIN
awnings,OnINz
awoke,@wok
awry,#r!
ax,aks
axe,aks
axes,aks@z
axial,aksi@l
axially,aksi@li
axiological,aksi@lAJIk@l
axiom,aksi@m
axiomatic,aksi@matIk
axioms,aksi@mz
axis,aksIs
axle,aksL
axles,aksLz
aye,!
ayes,!z
azalea,@zelj@
azaleas,@zelj@z
Azerbaijan,Az#b!Jan
azimuth,az@m@T
azure,aZr
babble,babL
babbled,babLd
babe,beb
babes,bebz
babies,bebiz
baboon,b@bun
baby,bebi
babyhood,bebihUd
Babylon,bab@lAn
Babylonian,bab@loni@n
Babylonians,bab@loni@nz
baccalaureate,bak@lOri@t
baccarat,bAk#rA
Bacchanal,bAk@nAl
Bacchus,bak@s
Bach,bAk
bachelor,baC@l#
bachelors,baC@l#z
back,bak
backache,bakek
backbend,bakbEnd
backbends,bakbEndz
backboard,bakbOrd
backbone,bakbon
backbreaking,bakbrekIN
backdoor,bakdOr
backdrop,bakdrAp
backed,bakt
backer,bak#
backers,bak#z
backfire,bakf!r
backgammon,bakgam@n
background,bakgr0nd
backgrounds,bakgr0ndz
backhand,bakhand
backhanded,bakhant@d
backing,bakIN
backlash,baklaS
backless,bakl@s
backlog,baklOg
backpack,bakpak
backpedal,bakpEtL
backs,baks
backscratcher,bakskraC#
backseat,baksit
backside,baks!d
backslide,baksl!d
backspace,bakspes
backstage,baksteJ
backstairs,bakstErz
backstitch,bakstIC
backstitching,bakstICIN
backstroke,bakstrok
backtalk,baktOk
backtrack,baktrak
backup,bakVp
backward,bakw#d
backwards,bakw#dz
backwash,bakwAS
backwater,bakwOt#
backwoods,bakwUdz
backwoodsman,bakwUdzm@n
backyard,bakjArd
backyards,bakjArdz
bacon,bek@n
bacteria,baktIri@
bacterial,baktIri@l
bacteriology,baktIriAl@Ji
bacterium,baktIri@m
bad,bad
bade,bad
badge,baJ
badger,baJ#
badgering,baJ#IN
badges,baJ@z
Badlands,badlandz
badly,badli
badmen,badmEn
badminton,badmInt@n
badness,badn@s
baffle,bafL
baffled,bafLd
bafflers,bafl#z
baffling,bafLIN
